player_name,team,league,position,jersey_number,goals,assists,yellow_cards,red_cards,shots,shots_on_goal,saves,clean_sheets,goals_against,photo_url,height,weight,birthdate,nationality
Juan Escobar,Cruz Azul,Liga MX,Defender,24,0,1,7,0,5,3,8,2,22,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/139332/139332.jpg?rnd=4012023,"5' 9""",168 lbs,1995-07-11T07:00Z,Paraguay
Andres Mosquera,Toluca,Liga MX,Defender,26,0,1,2,0,6,2,8,5,16,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/126369/126369.jpg?rnd=4012023,"6' 0""",161 lbs,1990-02-20T08:00Z,Colombia
Guillermo Allison,Querétaro,Liga MX,Goalkeeper,25,0,0,1,0,0,0,55,4,16,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/48466/48466.jpg?rnd=4012023,"6' 2""",185 lbs,1990-09-25T07:00Z,Mexico
Jesús Sánchez,Guadalajara,Liga MX,Defender,17,0,0,1,0,0,0,0,0,4,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/68173/68173.jpg?rnd=4012023,"5' 7""",148 lbs,1989-08-31T07:00Z,Mexico
Hiram Mier,Guadalajara,Liga MX,Defender,21,0,0,0,0,0,0,1,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/66894/66894.jpg?rnd=4012023,"5' 10""",152 lbs,1989-08-25T07:00Z,Mexico
Hugo Rodríguez,Santos,Liga MX,Defender,20,0,0,2,0,4,1,7,0,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/50761/50761.jpg?rnd=4012023,"6' 1""",172 lbs,1990-06-08T07:00Z,Mexico
Elías Hernández,León,Liga MX,Forward,11,0,3,1,0,13,4,1,1,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/47256/47256.jpg?rnd=4012023,"5' 7""",137 lbs,1988-04-29T07:00Z,Mexico
Ángel Sepúlveda,Cruz Azul,Liga MX,Forward,9,9,0,4,0,31,17,1,4,13,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/65229/65229.jpg?rnd=4012023,"5' 11""",163 lbs,1991-02-15T08:00Z,Mexico
Julio González,Pumas UNAM,Liga MX,Goalkeeper,1,0,0,3,0,0,0,53,6,16,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/65970/65970.jpg?rnd=4012023,"6' 0""",174 lbs,1991-04-23T07:00Z,Mexico
Jhon Chancellor,Necaxa,Liga MX,Defender,34,0,0,0,0,1,1,2,2,4,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/168754/168754.jpg?rnd=4012023,"6' 6""",192 lbs,1992-01-02T08:00Z,Venezuela
Augusto Solari,Atlas,Liga MX,Midfielder,22,1,1,1,0,4,2,1,1,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/167057/167057.jpg?rnd=4012023,"5' 11""",174 lbs,1992-01-03T08:00Z,Argentina
Rafael Carioca ,Tigres UANL,Liga MX,Midfielder,5,1,3,1,0,8,3,3,5,16,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/129630/129630.jpg?rnd=4012023,"5' 10""",161 lbs,1989-06-18T07:00Z,Brazil
Luis Arcadio García,Puebla,Liga MX,Forward,18,0,0,1,0,3,0,0,0,8,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/76385/76385.jpg?rnd=4012023,"5' 7""",141 lbs,1993-03-25T08:00Z,Mexico
Amaury Escoto,FC Juarez,Liga MX,Forward,35,2,0,0,0,11,4,0,0,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/76308/76308.jpg?rnd=4012023,"5' 11""",152 lbs,1992-11-30T08:00Z,Mexico
Gastón Silva,Puebla,Liga MX,Defender,21,1,1,2,0,9,3,14,3,25,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/126519/126519.jpg?rnd=4012023,"6' 1""",161 lbs,1994-03-05T08:00Z,Uruguay
Rodrigo Aguirre,Monterrey,Liga MX,Forward,29,0,0,0,0,9,2,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/150140/150140.jpg?rnd=4012023,"6' 0""",163 lbs,1994-10-01T07:00Z,Uruguay
Léo Bonatini,Atlético de San Luis,Liga MX,Forward,9,5,0,0,0,29,9,3,3,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/162800/162800.jpg?rnd=4012023,"6' 1""",174 lbs,1994-03-28T08:00Z,Brazil
Antonio Briseño,Guadalajara,Liga MX,Defender,4,1,0,5,0,7,3,7,2,15,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/74138/74138.jpg?rnd=4012023,"6' 1""",163 lbs,1994-02-05T08:00Z,Mexico
Kevin Escamilla,Querétaro,Liga MX,Defender,5,1,0,4,0,15,4,4,3,21,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/82523/82523.jpg?rnd=4012023,"5' 10""",146 lbs,1994-02-21T08:00Z,Mexico
Carlos Orrantia,Toluca,Liga MX,Defender,8,0,0,0,0,3,1,0,1,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/68095/68095.jpg?rnd=4012023,"5' 8""",130 lbs,1991-02-01T08:00Z,Mexico
Alonso Escoboza,Cruz Azul,Liga MX,Midfielder,17,0,0,0,0,1,0,0,0,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/72902/72902.jpg?rnd=4012023,"5' 8""",148 lbs,1993-01-22T08:00Z,Mexico
José Madueña,Mazatlán FC,Liga MX,Defender,33,1,0,1,0,2,2,0,1,13,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/68720/68720.jpg?rnd=4012023,"5' 7""",172 lbs,1990-05-29T07:00Z,Mexico
Camilo Sanvezzo,Querétaro,Liga MX,Forward,17,2,0,3,0,24,6,1,0,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/103500/103500.jpg?rnd=4012023,"5' 7""",157 lbs,1988-07-21T07:00Z,Brazil
Jorge García,Cruz Azul,Liga MX,Midfielder,200,0,0,0,0,0,0,0,0,0,N/A,"6' 0""",172 lbs,1993-03-08T08:00Z,Spain
Hugo González,Mazatlán FC,Liga MX,Goalkeeper,13,0,0,4,0,0,0,55,4,23,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/47746/47746.jpg?rnd=4012023,"6' 0""",183 lbs,1990-08-01T07:00Z,Mexico
Néstor Araujo,América,Liga MX,Defender,14,0,0,0,0,0,0,1,1,2,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/63500/63500.jpg?rnd=4012023,"6' 2""",203 lbs,1991-08-29T07:00Z,Mexico
Diego de Buen,Puebla,Liga MX,Midfielder,5,5,1,3,0,20,9,9,3,25,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/68097/68097.jpg?rnd=4012023,"5' 8""",132 lbs,1991-07-03T07:00Z,Mexico
Igor Lichnovsky,América,Liga MX,Defender,31,2,1,5,0,7,4,7,4,6,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/125719/125719.jpg?rnd=4012023,"6' 2""",179 lbs,1994-03-07T08:00Z,Chile
Rodrigo Dourado,Atlético de San Luis,Liga MX,Midfielder,13,1,1,4,1,6,4,10,3,25,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/158541/158541.jpg?rnd=4012023,"6' 2""",179 lbs,1994-06-17T07:00Z,Brazil
Javier Salas,FC Juarez,Liga MX,Midfielder,6,0,0,3,0,10,1,7,0,28,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/73416/73416.jpg?rnd=4012023,"6' 0""",161 lbs,1993-08-20T07:00Z,Mexico
Aitor García,FC Juarez,Liga MX,Forward,33,4,0,2,1,35,12,0,0,25,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/164063/164063.jpg?rnd=4012023,"5' 8""",150 lbs,1994-03-25T08:00Z,Spain
Jaine Barreiro,León,Liga MX,Defender,21,1,1,4,0,10,5,7,1,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/117808/117808.jpg?rnd=4012023,"6' 1""",163 lbs,1994-06-19T07:00Z,Colombia
Omar Mendoza,Querétaro,Liga MX,Defender,2,0,0,1,2,4,2,7,3,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/50896/50896.jpg?rnd=4012023,"5' 8""",159 lbs,1988-10-28T07:00Z,Mexico
Maximiliano Meza,Monterrey,Liga MX,Midfielder,11,3,4,4,1,25,9,0,4,13,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/137148/137148.jpg?rnd=4012023,"5' 11""",150 lbs,1992-12-15T08:00Z,Argentina
Lucas Cavallini,Tijuana,Liga MX,Forward,9,1,0,0,1,16,5,0,0,8,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/129683/129683.jpg?rnd=4012023,"5' 11""",190 lbs,1992-12-28T08:00Z,Canada
José Abella,Atlas,Liga MX,Defender,4,0,0,3,0,7,2,2,5,24,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/71014/71014.jpg?rnd=4012023,"5' 9""",146 lbs,1994-02-10T08:00Z,Mexico
Valber Huerta,Toluca,Liga MX,Defender,4,0,1,2,0,14,1,7,3,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/157591/157591.jpg?rnd=4012023,"6' 1""",170 lbs,1993-08-26T07:00Z,Chile
Dória,Santos,Liga MX,Defender,21,0,0,2,0,15,3,5,1,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/132886/132886.jpg?rnd=4012023,"6' 2""",181 lbs,1994-11-08T08:00Z,Brazil
José Corona,Tijuana,Liga MX,Goalkeeper,30,0,0,0,0,0,0,9,0,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/17149/17149.jpg?rnd=4012023,"5' 10""",181 lbs,1981-01-26T08:00Z,Mexico
Luis Rodríguez,FC Juarez,Liga MX,Defender,28,0,2,5,0,7,0,6,0,32,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/47337/47337.jpg?rnd=4012023,"5' 9""",148 lbs,1991-01-21T08:00Z,Mexico
Pablo González,Puebla,Liga MX,Midfielder,6,0,0,1,0,9,1,12,4,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/76157/76157.jpg?rnd=4012023,"5' 7""",163 lbs,1992-07-07T07:00Z,Mexico
Antonio Rodríguez,Tijuana,Liga MX,Goalkeeper,2,0,0,0,0,0,0,51,2,20,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/68590/68590.jpg?rnd=4012023,"6' 1""",174 lbs,1992-07-04T07:00Z,Mexico
Miguel Jiménez,Guadalajara,Liga MX,Goalkeeper,23,0,0,0,0,0,0,47,5,21,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/46823/46823.jpg?rnd=4012023,"5' 8""",146 lbs,1990-03-14T08:00Z,Mexico
Ventura Alvarado,Mazatlán FC,Liga MX,Defender,31,0,0,1,0,1,0,2,1,6,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/75431/75431.jpg?rnd=4012023,"5' 11""",157 lbs,1992-08-16T07:00Z,USA
Juan Vigon,Tigres UANL,Liga MX,Midfielder,6,3,0,1,0,12,6,0,0,10,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/67103/67103.jpg?rnd=4012023,"5' 6""",146 lbs,1991-07-20T07:00Z,Mexico
Anderson Santamaría,Atlas,Liga MX,Defender,5,0,1,4,1,3,0,6,3,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/131057/131057.jpg?rnd=4012023,"6' 0""",181 lbs,1992-01-10T08:00Z,Peru
Óscar Jiménez,América,Liga MX,Goalkeeper,27,0,0,0,0,0,0,13,2,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/36449/36449.jpg?rnd=4012023,"6' 0""",161 lbs,1988-10-12T07:00Z,Mexico
Rodrigo Godínez,Tijuana,Liga MX,Defender,33,0,0,1,0,0,0,3,0,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/70834/70834.jpg?rnd=4012023,"6' 1""",150 lbs,1992-09-21T07:00Z,Mexico
Arturo Ortiz,Pumas UNAM,Liga MX,Defender,25,0,0,3,0,4,0,4,2,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/66710/66710.jpg?rnd=4012023,"5' 11""",163 lbs,1992-08-25T07:00Z,Mexico
Claudio Baeza,Toluca,Liga MX,Midfielder,23,0,0,5,0,2,0,2,2,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/139564/139564.jpg?rnd=4012023,"5' 7""",139 lbs,1993-12-23T08:00Z,Chile
Ignacio Rivero,Cruz Azul,Liga MX,Midfielder,15,1,2,5,0,24,7,6,2,21,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/131346/131346.jpg?rnd=4012023,"6' 0""",157 lbs,1992-04-10T07:00Z,Uruguay
Rafael Fernández,Tijuana,Liga MX,Defender,3,0,0,3,0,7,1,4,0,12,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/125449/125449.jpg?rnd=4012023,"6' 0""",168 lbs,2000-08-05T07:00Z,Mexico
Leonardo Correa,Atlas,Liga MX,Forward,187,0,0,0,0,0,0,0,0,0,N/A,"5' 9""",150 lbs,2002-01-08T08:00Z,Mexico
Aldo Rocha,Atlas,Liga MX,Midfielder,26,2,0,5,1,13,4,1,4,16,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/74494/74494.jpg?rnd=4012023,"5' 5""",137 lbs,1992-11-06T08:00Z,Mexico
Jaime Valencia,Querétaro,Liga MX,Midfielder,12,0,0,3,0,7,1,1,1,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/74003/74003.jpg?rnd=4012023,"5' 9""",150 lbs,1993-07-17T07:00Z,Mexico
César Sosa,FC Juarez,Liga MX,Forward,200,0,0,1,0,0,0,2,0,1,N/A,"6' 1""",N/A,2004-04-23T07:00Z,Mexico
Édgar Méndez,Necaxa,Liga MX,Forward,7,2,0,2,0,24,8,1,2,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/125744/125744.jpg?rnd=4012023,"6' 2""",174 lbs,1990-01-02T08:00Z,Spain
Osvaldo Rodríguez,León,Liga MX,Defender,24,1,1,2,0,11,4,6,2,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/86200/86200.jpg?rnd=4012023,"5' 9""",161 lbs,1996-09-10T07:00Z,Mexico
Pedro Aquino,Santos,Liga MX,Midfielder,18,1,2,6,1,4,1,6,1,20,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/125515/125515.jpg?rnd=4012023,"5' 9""",150 lbs,1995-04-13T07:00Z,Peru
Juan Castro,Atlético de San Luis,Liga MX,Forward,2,0,1,1,0,2,1,0,0,6,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/72854/72854.jpg?rnd=4012023,"5' 5""",148 lbs,1991-12-21T08:00Z,Mexico
Carlos Salcedo,Cruz Azul,Liga MX,Defender,3,0,0,4,0,5,1,11,1,18,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/81302/81302.jpg?rnd=4012023,"6' 0""",185 lbs,1993-09-29T07:00Z,Mexico
Luis García,Toluca,Liga MX,Goalkeeper,22,0,0,0,0,0,0,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/76756/76756.jpg?rnd=4012023,"6' 0""",183 lbs,1992-12-31T08:00Z,Mexico
Camilo Vargas,Atlas,Liga MX,Goalkeeper,12,0,0,3,0,0,0,49,5,24,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/139398/139398.jpg?rnd=4012023,"6' 1""",179 lbs,1989-03-09T08:00Z,Colombia
Ángel Zaldívar,Atlético de San Luis,Liga MX,Forward,17,2,0,0,1,7,4,1,0,8,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/79089/79089.jpg?rnd=4012023,"5' 9""",150 lbs,1994-02-08T08:00Z,Mexico
Jefferson Intriago,Mazatlán FC,Liga MX,Midfielder,35,1,1,3,0,10,2,3,4,27,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/140559/140559.jpg?rnd=4012023,"5' 9""",163 lbs,1996-06-04T07:00Z,Ecuador
Marcelo Flores,Tigres UANL,Liga MX,Defender,24,1,0,1,0,6,2,0,0,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/169808/169808.jpg?rnd=4012023,"5' 9""",152 lbs,2003-10-01T07:00Z,Mexico
Daniel Guillén,Atlético de San Luis,Liga MX,Defender,184,0,0,0,0,0,0,0,0,0,N/A,"5' 9""",170 lbs,2001-08-05T07:00Z,Mexico
Gibrán Lajud,Santos,Liga MX,Goalkeeper,25,0,0,1,0,0,0,31,1,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/76407/76407.jpg?rnd=4012023,"6' 2""",185 lbs,1993-12-25T08:00Z,Mexico
Jair González,Santos,Liga MX,Midfielder,17,0,0,0,0,2,1,0,0,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/110635/110635.jpg?rnd=4012023,"5' 8""",146 lbs,2002-03-04T08:00Z,Mexico
Jesús Hernández,Pachuca,Liga MX,Midfielder,28,1,0,0,0,10,4,0,1,13,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/119115/119115.jpg?rnd=4012023,N/A,N/A,2001-08-01T07:00Z,Mexico
Fernando Madrigal,Tijuana,Liga MX,Midfielder,8,5,0,2,0,27,12,1,0,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/62520/62520.jpg?rnd=4012023,"5' 9""",150 lbs,1991-11-12T08:00Z,Mexico
Javier Güemez,Atlético de San Luis,Liga MX,Midfielder,16,1,1,3,1,13,3,9,4,22,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/58245/58245.jpg?rnd=4012023,"5' 8""",161 lbs,1991-10-17T07:00Z,Mexico
Martín Barragán,Puebla,Liga MX,Forward,28,0,0,2,0,33,9,2,2,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/71688/71688.jpg?rnd=4012023,"5' 10""",163 lbs,1991-07-14T07:00Z,Mexico
Jesus Vega,Tijuana,Liga MX,Defender,24,0,0,1,0,6,2,0,0,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/119024/119024.jpg?rnd=4012023,"5' 5""",150 lbs,2000-03-18T08:00Z,Mexico
Sebastián Vegas,Monterrey,Liga MX,Defender,20,1,0,7,0,11,4,11,5,12,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/117814/117814.jpg?rnd=4012023,"6' 0""",172 lbs,1996-12-04T08:00Z,Chile
Omar Govea,Monterrey,Liga MX,Midfielder,5,0,3,5,0,7,2,3,1,9,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/86417/86417.jpg?rnd=4012023,"5' 9""",150 lbs,1996-01-18T08:00Z,Mexico
Luis Cárdenas,Monterrey,Liga MX,Goalkeeper,22,0,0,0,0,0,0,3,1,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/71611/71611.jpg?rnd=4012023,"5' 11""",172 lbs,1993-09-15T07:00Z,Mexico
Ulises Rivas,Pumas UNAM,Liga MX,Midfielder,15,2,0,1,0,14,5,5,2,13,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/80542/80542.jpg?rnd=4012023,"5' 10""",148 lbs,1996-01-25T08:00Z,Mexico
Emiliano García,Puebla,Liga MX,Forward,29,0,0,0,0,0,0,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/132324/132324.jpg?rnd=4012023,"5' 9""",130 lbs,2003-11-25T08:00Z,Mexico
Jordan Silva,Atlético de San Luis,Liga MX,Defender,30,0,0,0,0,4,1,2,0,4,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/77593/77593.jpg?rnd=4012023,"6' 2""",163 lbs,1994-07-30T07:00Z,Mexico
Omar Fernández,León,Liga MX,Midfielder,16,1,1,1,0,3,3,0,0,7,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/99221/99221.jpg?rnd=4012023,"5' 5""",130 lbs,1993-02-11T08:00Z,Colombia
Guillermo Martínez,Puebla,Liga MX,Forward,15,10,1,6,0,47,21,3,3,23,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/86533/86533.jpg?rnd=4012023,"6' 3""",183 lbs,1995-03-15T08:00Z,Mexico
Juan Dinenno,Pumas UNAM,Liga MX,Forward,9,6,0,2,0,38,15,3,3,7,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/144930/144930.jpg?rnd=4012023,"6' 1""",181 lbs,1994-08-29T07:00Z,Argentina
Óscar Whalley,Guadalajara,Liga MX,Goalkeeper,30,0,0,0,0,0,0,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/164047/164047.jpg?rnd=4012023,"6' 3""",181 lbs,1994-03-29T08:00Z,Spain
Roberto Alvarado,Guadalajara,Liga MX,Forward,25,6,1,4,0,24,13,3,4,19,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/94585/94585.jpg?rnd=4012023,"5' 9""",152 lbs,1998-09-07T07:00Z,Mexico
Érick Gutiérrez,Guadalajara,Liga MX,Midfielder,15,1,0,2,0,15,4,1,1,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/80679/80679.jpg?rnd=4012023,"5' 9""",161 lbs,1995-06-15T07:00Z,Mexico
Érick Aguirre,Monterrey,Liga MX,Midfielder,14,0,0,0,0,2,0,0,2,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/91325/91325.jpg?rnd=4012023,"5' 7""",130 lbs,1997-02-23T08:00Z,Mexico
Raul Gudino,Necaxa,Liga MX,Goalkeeper,1,0,0,1,0,0,0,30,3,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/86148/86148.jpg?rnd=4012023,"6' 5""",179 lbs,1996-04-22T07:00Z,Mexico
Kevin Álvarez,América,Liga MX,Defender,5,1,2,4,1,13,5,2,6,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/92525/92525.jpg?rnd=4012023,"5' 9""",139 lbs,1999-01-15T08:00Z,Mexico
Leo Suárez,América,Liga MX,Midfielder,32,2,3,3,0,23,6,3,1,5,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/144866/144866.jpg?rnd=4012023,"5' 6""",130 lbs,1996-03-30T08:00Z,Argentina
Iván Moreno,León,Liga MX,Defender,7,1,3,1,0,12,6,3,2,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/99526/99526.jpg?rnd=4012023,"5' 6""",139 lbs,1998-01-17T08:00Z,Mexico
Lisandro Magallán,Pumas UNAM,Liga MX,Defender,4,0,0,3,0,8,2,5,4,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/165358/165358.jpg?rnd=4012023,"6' 1""",172 lbs,1993-09-27T07:00Z,Argentina
Domingo Blanco,Tijuana,Liga MX,Midfielder,27,1,2,1,0,7,1,1,2,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/169819/169819.jpg?rnd=4012023,"5' 6""",139 lbs,1995-04-22T07:00Z,Argentina
Harold Preciado,Santos,Liga MX,Forward,7,11,1,4,0,51,23,1,1,29,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/157592/157592.jpg?rnd=4012023,"6' 0""",152 lbs,1994-06-01T07:00Z,Colombia
Luis Quiñones,Tigres UANL,Liga MX,Forward,23,2,4,0,0,19,7,2,4,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/116135/116135.jpg?rnd=4012023,"5' 10""",159 lbs,1991-06-26T07:00Z,Colombia
Mauro Manotas,Atlas,Liga MX,Forward,11,0,0,0,0,10,2,0,0,3,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/139703/139703.jpg?rnd=4012023,"5' 10""",141 lbs,1995-07-15T07:00Z,Colombia
Miguel Fraga,Puebla,Liga MX,Goalkeeper,25,0,0,0,0,0,0,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/33783/33783.jpg?rnd=4012023,"6' 2""",168 lbs,1987-09-03T07:00Z,Mexico
Dieter Villalpando,Atlético de San Luis,Liga MX,Midfielder,10,3,4,4,0,34,17,0,2,23,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/69494/69494.jpg?rnd=4012023,"5' 7""",150 lbs,1991-08-04T07:00Z,Mexico
Ángel Mena,León,Liga MX,Forward,13,2,3,4,0,25,8,1,2,20,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/123318/123318.jpg?rnd=4012023,"5' 6""",137 lbs,1988-01-21T08:00Z,Ecuador
Samir ,Tigres UANL,Liga MX,Defender,3,0,0,3,0,4,2,5,4,12,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/161901/161901.jpg?rnd=4012023,"6' 2""",161 lbs,1994-12-05T08:00Z,Brazil
José Caicedo,Pumas UNAM,Liga MX,Midfielder,18,0,0,4,0,6,0,4,3,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/148768/148768.jpg?rnd=4012023,"6' 0""",172 lbs,2002-05-23T07:00Z,Colombia
Luis Malagón,América,Liga MX,Goalkeeper,1,0,0,2,0,0,0,25,6,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/91257/91257.jpg?rnd=4012023,"5' 11""",172 lbs,1997-03-02T08:00Z,Mexico
Ricardo Díaz,Tijuana,Liga MX,Goalkeeper,21,0,0,0,0,0,0,0,0,0,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/85630/85630.jpg?rnd=4012023,"5' 10""",159 lbs,1995-08-30T07:00Z,Mexico
Gabriel Carabajal,Puebla,Liga MX,Midfielder,11,0,1,2,0,6,0,0,0,4,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/169731/169731.jpg?rnd=4012023,"5' 10""",170 lbs,1990-12-09T08:00Z,Argentina
Fernando Gorriarán,Tigres UANL,Liga MX,Midfielder,8,0,3,2,0,25,4,2,3,11,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/139389/139389.jpg?rnd=4012023,"5' 6""",150 lbs,1994-11-27T08:00Z,Uruguay
Ezequiel Unsain,Necaxa,Liga MX,Goalkeeper,22,0,0,0,0,0,0,24,3,12,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/164085/164085.jpg?rnd=4012023,"6' 3""",172 lbs,1995-03-09T08:00Z,Argentina
José David Ramírez,León,Liga MX,Defender,28,0,0,0,0,2,1,1,1,6,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/80490/80490.jpg?rnd=4012023,"5' 6""",139 lbs,1995-12-14T08:00Z,Mexico
Jesús Venegas,Toluca,Liga MX,Midfielder,30,0,0,3,0,1,0,4,3,8,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/87859/87859.jpg?rnd=4012023,N/A,N/A,1995-03-30T08:00Z,Mexico
José Alvarado,León,Liga MX,Forward,20,2,1,0,0,24,13,0,2,14,https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/74/1/109004/109004.jpg?rnd=4012023,"5' 5""",117 lbs,2000-03-15T08:00Z,Mexico
