player_name,team,league,position,jersey_number,goals,assists,yellow_cards,red_cards,shots,shots_on_goal,saves,clean_sheets,goals_against,photo_url,height,weight,birthdate,nationality
Makoto Hasebe,Eintracht Frankfurt,Bundesliga,Defender,20,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0000tn-dfl-clu-00000f-dfl-sea-0001k7.png,"5' 11""",159 lbs,1984-01-18T08:00Z,Japan
Norman Theuerkauf,1. FC Heidenheim 1846,Bundesliga,Defender,30,0,1,2,0,3,0,2,2,10,https://assets.bundesliga.com/player/dfl-obj-00009k-dfl-clu-000018-dfl-sea-0001k7.png,"6' 0""",174 lbs,1987-01-24T08:00Z,Germany
Péter Gulácsi,RB Leipzig,Bundesliga,Goalkeeper,1,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-002662-dfl-clu-000017-dfl-sea-0001k7.png,"6' 3""",190 lbs,1990-05-06T07:00Z,Hungary
Tobias Sippel,Borussia Monchengladbach,Bundesliga,Goalkeeper,21,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0000ht-dfl-clu-000004-dfl-sea-0001k7.png,"6' 0""",174 lbs,1988-03-22T08:00Z,Germany
Kevin Trapp,Eintracht Frankfurt,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,30,4,10,https://assets.bundesliga.com/player/dfl-obj-0000h0-dfl-clu-00000f-dfl-sea-0001k7.png,"6' 2""",183 lbs,1990-07-08T07:00Z,Germany
Florian Müller,SC Freiburg,Bundesliga,Goalkeeper,21,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0027u0-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 3""",192 lbs,1997-11-13T08:00Z,Germany
Marco Reus,Borussia Dortmund,Bundesliga,Midfielder,11,3,2,1,0,12,5,0,1,10,https://assets.bundesliga.com/player/dfl-obj-0000o3-dfl-clu-000007-dfl-sea-0001k7.png,"5' 11""",157 lbs,1989-05-31T07:00Z,Germany
Jens Grahl,Eintracht Frankfurt,Bundesliga,Goalkeeper,33,0,1,0,0,0,0,3,0,1,https://assets.bundesliga.com/player/dfl-obj-0000g2-dfl-clu-00000f-dfl-sea-0001k7.png,"6' 4""",192 lbs,1988-09-22T07:00Z,Germany
Florian Pick,1. FC Heidenheim 1846,Bundesliga,Midfielder,17,0,0,1,0,3,0,0,0,6,https://assets.bundesliga.com/player/dfl-obj-0026kb-dfl-clu-000018-dfl-sea-0001k7.png,"5' 9""",159 lbs,1995-09-08T07:00Z,Germany
Sebastian Rode,Eintracht Frankfurt,Bundesliga,Midfielder,17,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-000024-dfl-clu-00000f-dfl-sea-0001k7.png,"5' 11""",157 lbs,1990-10-11T07:00Z,Germany
Thomas Müller,Bayern Munich,Bundesliga,Forward,25,1,4,0,0,7,4,0,0,3,https://assets.bundesliga.com/player/dfl-obj-0000ia-dfl-clu-00000g-dfl-sea-0001k7.png,"6' 1""",168 lbs,1989-09-13T07:00Z,Germany
Patrick Herrmann,Borussia Monchengladbach,Bundesliga,Forward,7,0,0,0,0,1,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0000nw-dfl-clu-000004-dfl-sea-0001k7.png,"5' 10""",157 lbs,1991-02-12T08:00Z,Germany
Timothy Chandler,Eintracht Frankfurt,Bundesliga,Midfielder,22,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0000pi-dfl-clu-00000f-dfl-sea-0001k7.png,"6' 2""",183 lbs,1990-03-29T08:00Z,USA
Tony Jantschke,Borussia Monchengladbach,Bundesliga,Defender,24,0,0,0,0,0,0,2,0,1,https://assets.bundesliga.com/player/dfl-obj-0000oe-dfl-clu-000004-dfl-sea-0001k7.png,"5' 10""",168 lbs,1990-04-07T07:00Z,Germany
Josuha Guilavogui,Mainz,Bundesliga,Midfielder,23,0,0,0,0,0,0,1,0,1,https://assets.bundesliga.com/player/dfl-obj-0002jk-dfl-clu-000006-dfl-sea-0001k7.png,"6' 2""",170 lbs,1990-09-19T07:00Z,France
Kevin Vogt,TSG Hoffenheim,Bundesliga,Defender,22,0,0,2,0,2,1,7,1,18,https://assets.bundesliga.com/player/dfl-obj-000040-dfl-clu-000002-dfl-sea-0001k7.png,"6' 4""",192 lbs,1991-09-23T07:00Z,Germany
Lee Jae-Sung,Mainz,Bundesliga,Midfielder,7,2,0,3,0,10,6,0,2,15,https://assets.bundesliga.com/player/dfl-obj-0028rj-dfl-clu-000006-dfl-sea-0001k7.png,"5' 11""",148 lbs,1992-08-10T07:00Z,South Korea
Lukas Hradecky,Bayer Leverkusen,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,36,4,10,https://assets.bundesliga.com/player/dfl-obj-0026ny-dfl-clu-00000b-dfl-sea-0001k7.png,"6' 4""",183 lbs,1989-11-24T08:00Z,Finland
Christian Groß,Werder Bremen,Bundesliga,Defender,36,0,1,0,0,1,0,2,0,12,https://assets.bundesliga.com/player/dfl-obj-0026gy-dfl-clu-00000e-dfl-sea-0001k7.png,"6' 0""",163 lbs,1989-02-08T08:00Z,Germany
Manuel Gulde,SC Freiburg,Bundesliga,Defender,5,1,0,1,0,4,1,2,0,11,https://assets.bundesliga.com/player/dfl-obj-0000wf-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 0""",174 lbs,1991-02-12T08:00Z,Germany
Manuel Riemann,VfL Bochum,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,42,1,24,https://assets.bundesliga.com/player/dfl-obj-0001i0-dfl-clu-00000s-dfl-sea-0001k7.png,"6' 1""",183 lbs,1988-09-09T07:00Z,Germany
Oliver Baumann,TSG Hoffenheim,Bundesliga,Goalkeeper,1,0,1,1,0,0,0,47,1,19,https://assets.bundesliga.com/player/dfl-obj-00001e-dfl-clu-000002-dfl-sea-0001k7.png,"6' 2""",181 lbs,1990-06-02T07:00Z,Germany
Andrej Kramaric,TSG Hoffenheim,Bundesliga,Forward,27,4,1,1,0,16,5,0,0,7,https://assets.bundesliga.com/player/dfl-obj-0026tu-dfl-clu-000002-dfl-sea-0001k7.png,"5' 10""",161 lbs,1991-06-19T07:00Z,Croatia
Koen Casteels,VfL Wolfsburg,Bundesliga,Goalkeeper,1,0,0,0,0,0,0,25,2,13,https://assets.bundesliga.com/player/dfl-obj-0000vy-dfl-clu-000003-dfl-sea-0001k7.png,"6' 6""",172 lbs,1992-06-25T07:00Z,Belgium
Jeffrey Gouweleeuw,FC Augsburg,Bundesliga,Defender,6,0,0,2,0,6,1,6,0,11,https://assets.bundesliga.com/player/dfl-obj-0026tp-dfl-clu-000010-dfl-sea-0001k7.png,"6' 2""",183 lbs,1991-07-10T07:00Z,Netherlands
Kevin Kampl,RB Leipzig,Bundesliga,Midfielder,44,1,0,1,0,3,1,4,4,6,https://assets.bundesliga.com/player/dfl-obj-0001bn-dfl-clu-000017-dfl-sea-0001k7.png,"5' 10""",146 lbs,1990-10-09T07:00Z,Slovenia
Tobias Kempe,SV Darmstadt 98,Bundesliga,Midfielder,11,3,1,0,0,11,3,1,1,13,https://assets.bundesliga.com/player/dfl-obj-0000da-dfl-clu-000016-dfl-sea-0001k7.png,"6' 0""",170 lbs,1989-06-27T07:00Z,Germany
Cristian Gamboa,VfL Bochum,Bundesliga,Defender,2,0,0,3,0,5,1,1,0,9,https://assets.bundesliga.com/player/dfl-obj-002g6g-dfl-clu-00000s-dfl-sea-0001k7.png,"5' 9""",152 lbs,1989-10-24T07:00Z,Costa Rica
Harry Kane,Bayern Munich,Bundesliga,Forward,9,17,5,1,0,44,25,1,4,8,https://assets.bundesliga.com/player/dfl-obj-j00zz3-dfl-clu-00000g-dfl-sea-0001k7.png,"6' 2""",190 lbs,1993-07-28T07:00Z,England
Mario Götze,Eintracht Frankfurt,Bundesliga,Midfielder,27,0,1,2,1,2,2,0,1,7,https://assets.bundesliga.com/player/dfl-obj-00000h-dfl-clu-00000f-dfl-sea-0001k7.png,"5' 9""",163 lbs,1992-06-03T07:00Z,Germany
Stefan Bell,Mainz,Bundesliga,Defender,16,0,0,2,0,4,2,4,0,19,https://assets.bundesliga.com/player/dfl-obj-00001r-dfl-clu-000006-dfl-sea-0001k7.png,"6' 4""",192 lbs,1991-08-24T07:00Z,Germany
Christopher Trimmel,1. FC Union Berlin,Bundesliga,Defender,28,0,2,0,0,2,2,1,0,19,https://assets.bundesliga.com/player/dfl-obj-0002fx-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 2""",181 lbs,1987-02-24T08:00Z,Austria
Michael Gregoritsch,SC Freiburg,Bundesliga,Forward,38,0,0,0,0,19,6,1,0,6,https://assets.bundesliga.com/player/dfl-obj-00018o-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 4""",201 lbs,1994-04-18T07:00Z,Austria
Emil Forsberg,RB Leipzig,Bundesliga,Midfielder,10,1,0,0,0,9,2,1,0,4,https://assets.bundesliga.com/player/dfl-obj-00259d-dfl-clu-000017-dfl-sea-0001k7.png,"5' 10""",168 lbs,1991-10-23T07:00Z,Sweden
Michael Esser,VfL Bochum,Bundesliga,Goalkeeper,21,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-00003j-dfl-clu-00000s-dfl-sea-0001k7.png,"6' 6""",214 lbs,1987-11-22T08:00Z,Germany
Kevin Müller,1. FC Heidenheim 1846,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,45,2,25,https://assets.bundesliga.com/player/dfl-obj-00006b-dfl-clu-000018-dfl-sea-0001k7.png,"6' 3""",196 lbs,1991-03-15T08:00Z,Germany
Daniel Batz,Mainz,Bundesliga,Goalkeeper,33,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0000qs-dfl-clu-000006-dfl-sea-0001k7.png,"6' 3""",183 lbs,1991-01-12T08:00Z,Germany
Mark Uth,FC Cologne,Bundesliga,Forward,13,0,0,0,0,2,1,0,0,4,https://assets.bundesliga.com/player/dfl-obj-0000mn-dfl-clu-000008-dfl-sea-0001k7.png,"6' 1""",159 lbs,1991-08-24T07:00Z,Germany
Vitus Eicher,1. FC Heidenheim 1846,Bundesliga,Goalkeeper,22,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-000082-dfl-clu-000018-dfl-sea-0001k7.png,"6' 3""",185 lbs,1990-11-05T08:00Z,Germany
Kevin Volland,1. FC Union Berlin,Bundesliga,Forward,10,0,1,0,1,5,2,0,0,5,https://assets.bundesliga.com/player/dfl-obj-00007t-dfl-clu-00000v-dfl-sea-0001k7.png,"5' 9""",185 lbs,1992-07-30T07:00Z,Germany
Nicolas Höfler,SC Freiburg,Bundesliga,Midfielder,27,1,0,1,1,7,1,3,1,18,https://assets.bundesliga.com/player/dfl-obj-0000d9-dfl-clu-00000a-dfl-sea-0001k7.png,"5' 11""",172 lbs,1990-03-09T08:00Z,Germany
Pavao Pervan,VfL Wolfsburg,Bundesliga,Goalkeeper,12,0,0,0,0,0,0,10,0,6,https://assets.bundesliga.com/player/dfl-obj-0028ou-dfl-clu-000003-dfl-sea-0001k7.png,"6' 4""",192 lbs,1987-11-13T08:00Z,Austria
Granit Xhaka,Bayer Leverkusen,Bundesliga,Midfielder,34,0,0,3,0,8,3,3,3,10,https://assets.bundesliga.com/player/dfl-obj-000179-dfl-clu-00000b-dfl-sea-0001k7.png,"6' 1""",174 lbs,1992-09-27T07:00Z,Switzerland
Anthony Losilla,VfL Bochum,Bundesliga,Midfielder,8,1,0,3,0,5,1,2,1,20,https://assets.bundesliga.com/player/dfl-obj-000199-dfl-clu-00000s-dfl-sea-0001k7.png,"6' 1""",174 lbs,1986-03-10T08:00Z,France
Denis Thomalla,1. FC Heidenheim 1846,Bundesliga,Forward,11,0,0,0,0,3,0,0,0,10,https://assets.bundesliga.com/player/dfl-obj-0000vv-dfl-clu-000018-dfl-sea-0001k7.png,"6' 1""",163 lbs,1992-08-16T07:00Z,Germany
Florian Kainz,FC Cologne,Bundesliga,Midfielder,11,3,0,0,0,12,4,3,0,18,https://assets.bundesliga.com/player/dfl-obj-0027ax-dfl-clu-000008-dfl-sea-0001k7.png,"5' 9""",157 lbs,1992-10-24T07:00Z,Austria
Danny da Costa,Mainz,Bundesliga,Defender,21,0,1,1,0,7,1,2,1,14,https://assets.bundesliga.com/player/dfl-obj-0000nb-dfl-clu-000006-dfl-sea-0001k7.png,"6' 2""",192 lbs,1993-07-13T07:00Z,Germany
Jérôme Roussillon,1. FC Union Berlin,Bundesliga,Defender,26,0,1,0,0,1,0,1,0,6,https://assets.bundesliga.com/player/dfl-obj-0028sa-dfl-clu-00000v-dfl-sea-0001k7.png,"5' 9""",174 lbs,1993-01-06T08:00Z,Guadeloupe
Alexander Schwolow,1. FC Union Berlin,Bundesliga,Goalkeeper,37,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-00001d-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 3""",183 lbs,1992-06-02T07:00Z,Germany
Robin Knoche,1. FC Union Berlin,Bundesliga,Defender,31,0,0,0,0,2,2,4,0,15,https://assets.bundesliga.com/player/dfl-obj-0000ue-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 3""",170 lbs,1992-05-22T07:00Z,Germany
Leonardo Bittencourt,Werder Bremen,Bundesliga,Midfielder,10,1,1,2,0,9,1,0,0,7,https://assets.bundesliga.com/player/dfl-obj-0000dt-dfl-clu-00000e-dfl-sea-0001k7.png,"5' 7""",139 lbs,1993-12-19T08:00Z,Germany
Kim Min-Jae,Bayern Munich,Bundesliga,Defender,3,0,0,1,0,3,1,6,5,8,https://assets.bundesliga.com/player/dfl-obj-j01ae6-dfl-clu-00000g-dfl-sea-0001k7.png,"6' 3""",183 lbs,1996-11-15T08:00Z,South Korea
Mitchell Weiser,Werder Bremen,Bundesliga,Defender,8,1,3,2,0,11,1,2,2,18,https://assets.bundesliga.com/player/dfl-obj-0000yo-dfl-clu-00000e-dfl-sea-0001k7.png,"5' 10""",152 lbs,1994-04-21T07:00Z,Germany
Emre Can,Borussia Dortmund,Bundesliga,Midfielder,23,1,2,3,0,2,1,0,1,7,https://assets.bundesliga.com/player/dfl-obj-00012t-dfl-clu-000007-dfl-sea-0001k7.png,"6' 1""",190 lbs,1994-01-12T08:00Z,Germany
Marvin Ducksch,Werder Bremen,Bundesliga,Forward,7,5,3,3,0,21,8,1,2,19,https://assets.bundesliga.com/player/dfl-obj-0001ce-dfl-clu-00000e-dfl-sea-0001k7.png,"6' 2""",172 lbs,1994-03-07T08:00Z,Germany
Rani Khedira,1. FC Union Berlin,Bundesliga,Midfielder,8,0,0,0,1,0,0,0,0,2,https://assets.bundesliga.com/player/dfl-obj-0001ea-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 2""",183 lbs,1994-01-27T08:00Z,Germany
Fabian Schnellhardt,SV Darmstadt 98,Bundesliga,Midfielder,8,0,0,1,0,2,0,0,0,3,https://assets.bundesliga.com/player/dfl-obj-0000zp-dfl-clu-000016-dfl-sea-0001k7.png,"5' 11""",161 lbs,1994-01-12T08:00Z,Germany
Christoph Kramer,Borussia Monchengladbach,Bundesliga,Midfielder,23,0,0,1,0,0,0,1,0,1,https://assets.bundesliga.com/player/dfl-obj-00003l-dfl-clu-000004-dfl-sea-0001k7.png,"6' 3""",168 lbs,1991-02-19T08:00Z,Germany
Janis Blaswich,RB Leipzig,Bundesliga,Goalkeeper,21,0,0,0,0,0,0,25,5,10,https://assets.bundesliga.com/player/dfl-obj-0000nt-dfl-clu-000017-dfl-sea-0001k7.png,"6' 4""",192 lbs,1991-05-02T07:00Z,Germany
Willi Orbán,RB Leipzig,Bundesliga,Defender,4,0,0,0,0,2,1,1,1,4,https://assets.bundesliga.com/player/dfl-obj-0000ho-dfl-clu-000017-dfl-sea-0001k7.png,"6' 1""",192 lbs,1992-11-03T08:00Z,Hungary
Mads Pedersen,FC Augsburg,Bundesliga,Defender,3,1,0,3,0,4,1,1,0,18,https://assets.bundesliga.com/player/dfl-obj-002g1w-dfl-clu-000010-dfl-sea-0001k7.png,"5' 9""",159 lbs,1996-09-01T07:00Z,Denmark
Bouna Sarr,Bayern Munich,Bundesliga,Defender,20,0,0,0,0,1,1,0,0,2,https://assets.bundesliga.com/player/dfl-obj-002gm4-dfl-clu-00000g-dfl-sea-0001k7.png,"5' 10""",150 lbs,1992-01-31T08:00Z,Senegal
Sébastien Haller,Borussia Dortmund,Bundesliga,Forward,9,0,0,1,0,6,1,1,0,5,https://assets.bundesliga.com/player/dfl-obj-0027ro-dfl-clu-000007-dfl-sea-0001k7.png,"6' 3""",181 lbs,1994-06-22T07:00Z,France
Frederik Ronnow,1. FC Union Berlin,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,30,0,25,https://assets.bundesliga.com/player/dfl-obj-0028p2-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 3""",170 lbs,1992-08-04T07:00Z,Denmark
Alejandro Grimaldo,Bayer Leverkusen,Bundesliga,Defender,20,6,4,0,0,19,10,3,4,10,https://assets.bundesliga.com/player/dfl-obj-j016j2-dfl-clu-00000b-dfl-sea-0001k7.png,"5' 7""",139 lbs,1995-09-20T07:00Z,Spain
Thomas Meunier,Borussia Dortmund,Bundesliga,Defender,24,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-002gd8-dfl-clu-000007-dfl-sea-0001k7.png,"6' 3""",196 lbs,1991-09-12T07:00Z,Belgium
Dominique Heintz,FC Cologne,Bundesliga,Defender,3,0,0,0,0,0,0,0,0,2,https://assets.bundesliga.com/player/dfl-obj-0000xu-dfl-clu-000008-dfl-sea-0001k7.png,"6' 2""",194 lbs,1993-08-15T07:00Z,Germany
Alassane Pléa,Borussia Monchengladbach,Bundesliga,Forward,14,5,1,0,0,20,8,0,1,18,https://assets.bundesliga.com/player/dfl-obj-0028qk-dfl-clu-000004-dfl-sea-0001k7.png,"5' 11""",172 lbs,1993-03-10T08:00Z,France
Maximilian Arnold,VfL Wolfsburg,Bundesliga,Midfielder,27,0,0,4,0,7,2,0,1,17,https://assets.bundesliga.com/player/dfl-obj-0000y4-dfl-clu-000003-dfl-sea-0001k7.png,"6' 0""",161 lbs,1994-05-27T07:00Z,Germany
Konrad Laimer,Bayern Munich,Bundesliga,Midfielder,27,0,2,2,0,4,1,4,2,7,https://assets.bundesliga.com/player/dfl-obj-0027t1-dfl-clu-00000g-dfl-sea-0001k7.png,"5' 11""",159 lbs,1997-05-27T07:00Z,Austria
Philipp Hofmann,VfL Bochum,Bundesliga,Forward,33,0,2,1,0,11,4,0,0,16,https://assets.bundesliga.com/player/dfl-obj-0000yv-dfl-clu-00000s-dfl-sea-0001k7.png,"6' 5""",194 lbs,1993-03-30T08:00Z,Germany
Anthony Jung,Werder Bremen,Bundesliga,Defender,3,0,0,2,0,0,0,5,2,13,https://assets.bundesliga.com/player/dfl-obj-00019u-dfl-clu-00000e-dfl-sea-0001k7.png,"6' 1""",183 lbs,1991-11-03T08:00Z,Germany
Matthias Ginter,SC Freiburg,Bundesliga,Defender,28,0,1,2,0,2,0,10,3,19,https://assets.bundesliga.com/player/dfl-obj-0000zs-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 2""",190 lbs,1994-01-19T08:00Z,Germany
Niclas Füllkrug,Borussia Dortmund,Bundesliga,Forward,14,3,2,0,0,16,7,1,0,16,https://assets.bundesliga.com/player/dfl-obj-0000zm-dfl-clu-000007-dfl-sea-0001k7.png,"6' 2""",183 lbs,1993-02-09T08:00Z,Germany
Janik Haberer,1. FC Union Berlin,Bundesliga,Midfielder,19,0,0,2,0,6,1,1,0,16,https://assets.bundesliga.com/player/dfl-obj-0002dw-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 1""",172 lbs,1994-04-02T08:00Z,Germany
Jakob Busk,1. FC Union Berlin,Bundesliga,Goalkeeper,12,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-0026tr-dfl-clu-00000v-dfl-sea-0001k7.png,"6' 2""",192 lbs,1993-09-12T07:00Z,Denmark
Lukas Kübler,SC Freiburg,Bundesliga,Defender,17,0,0,2,0,4,1,8,3,16,https://assets.bundesliga.com/player/dfl-obj-00012y-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 0""",161 lbs,1992-08-30T07:00Z,Germany
Ivan Ordets,VfL Bochum,Bundesliga,Defender,20,0,0,2,0,8,3,8,1,21,https://assets.bundesliga.com/player/dfl-obj-j014f7-dfl-clu-00000s-dfl-sea-0001k7.png,"6' 4""",192 lbs,1992-07-08T07:00Z,Ukraine
Fabian Holland,SV Darmstadt 98,Bundesliga,Defender,32,0,1,3,1,3,1,6,0,21,https://assets.bundesliga.com/player/dfl-obj-000158-dfl-clu-000016-dfl-sea-0001k7.png,"5' 8""",161 lbs,1990-07-11T07:00Z,Germany
Dominik Kohr,Mainz,Bundesliga,Midfielder,31,0,0,5,0,9,2,0,1,19,https://assets.bundesliga.com/player/dfl-obj-00015h-dfl-clu-000006-dfl-sea-0001k7.png,"6' 0""",170 lbs,1994-01-31T08:00Z,Germany
Marcel Sabitzer,Borussia Dortmund,Bundesliga,Midfielder,20,1,0,2,0,12,2,4,1,14,https://assets.bundesliga.com/player/dfl-obj-002666-dfl-clu-000007-dfl-sea-0001k7.png,"5' 10""",168 lbs,1994-03-17T08:00Z,Austria
Marcel Schuhen,SV Darmstadt 98,Bundesliga,Goalkeeper,1,0,0,1,0,0,0,49,1,32,https://assets.bundesliga.com/player/dfl-obj-00018w-dfl-clu-000016-dfl-sea-0001k7.png,"6' 2""",185 lbs,1993-01-13T08:00Z,Germany
Leon Goretzka,Bayern Munich,Bundesliga,Midfielder,8,2,1,0,0,21,6,0,2,7,https://assets.bundesliga.com/player/dfl-obj-000191-dfl-clu-00000g-dfl-sea-0001k7.png,"6' 2""",181 lbs,1995-02-06T08:00Z,Germany
Cimo Röcker,Werder Bremen,Bundesliga,Defender,40,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-00016y-dfl-clu-00000e-dfl-sea-0001k7.png,"6' 1""",170 lbs,1994-01-21T08:00Z,Germany
Jonas Hofmann,Bayer Leverkusen,Bundesliga,Midfielder,7,5,5,2,0,24,10,0,3,10,https://assets.bundesliga.com/player/dfl-obj-0001e5-dfl-clu-00000b-dfl-sea-0001k7.png,"5' 9""",161 lbs,1992-07-14T07:00Z,Germany
Christian Günter,SC Freiburg,Bundesliga,Defender,30,0,0,0,0,0,0,1,0,1,https://assets.bundesliga.com/player/dfl-obj-00017v-dfl-clu-00000a-dfl-sea-0001k7.png,"6' 0""",183 lbs,1993-02-28T08:00Z,Germany
Kevin Stöger,VfL Bochum,Bundesliga,Midfielder,7,3,2,3,0,30,8,0,1,23,https://assets.bundesliga.com/player/dfl-obj-000172-dfl-clu-00000s-dfl-sea-0001k7.png,"5' 9""",161 lbs,1993-08-27T07:00Z,Austria
Niklas Lomb,Bayer Leverkusen,Bundesliga,Goalkeeper,36,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-000177-dfl-clu-00000b-dfl-sea-0001k7.png,"6' 1""",183 lbs,1993-07-28T07:00Z,Germany
Silvan Widmer,Mainz,Bundesliga,Defender,30,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-j011lz-dfl-clu-000006-dfl-sea-0001k7.png,"6' 0""",172 lbs,1993-03-05T08:00Z,Switzerland
Raphaël Guerreiro,Bayern Munich,Bundesliga,Defender,22,1,0,0,0,3,1,0,0,2,https://assets.bundesliga.com/player/dfl-obj-0027ah-dfl-clu-00000g-dfl-sea-0001k7.png,"5' 7""",157 lbs,1993-12-22T08:00Z,Portugal
Kevin Mbabu,FC Augsburg,Bundesliga,Defender,43,0,0,0,0,1,0,1,0,6,https://assets.bundesliga.com/player/dfl-obj-002g13-dfl-clu-000010-dfl-sea-0001k7.png,"6' 0""",183 lbs,1995-04-19T07:00Z,Switzerland
Wout Weghorst,TSG Hoffenheim,Bundesliga,Forward,10,3,0,3,0,8,3,4,0,14,https://assets.bundesliga.com/player/dfl-obj-0028pl-dfl-clu-000002-dfl-sea-0001k7.png,"6' 6""",183 lbs,1992-08-07T07:00Z,Netherlands
Kevin Akpoguma,TSG Hoffenheim,Bundesliga,Defender,25,0,0,4,0,0,0,5,0,10,https://assets.bundesliga.com/player/dfl-obj-0001lz-dfl-clu-000002-dfl-sea-0001k7.png,"6' 4""",185 lbs,1995-04-19T07:00Z,Nigeria
Alexander Meyer,Borussia Dortmund,Bundesliga,Goalkeeper,33,0,0,0,0,0,0,1,0,1,https://assets.bundesliga.com/player/dfl-obj-0028fc-dfl-clu-000007-dfl-sea-0001k7.png,"6' 5""",196 lbs,1991-04-13T07:00Z,Germany
Tomas Koubek,FC Augsburg,Bundesliga,Goalkeeper,40,0,0,0,0,0,0,0,0,0,https://assets.bundesliga.com/player/dfl-obj-002g52-dfl-clu-000010-dfl-sea-0001k7.png,"6' 6""",214 lbs,1992-08-26T07:00Z,Czechia
Serge Gnabry,Bayern Munich,Bundesliga,Forward,7,0,0,0,0,10,3,0,0,1,https://assets.bundesliga.com/player/dfl-obj-0027g6-dfl-clu-00000g-dfl-sea-0001k7.png,"5' 9""",170 lbs,1995-07-14T07:00Z,Germany
Vincenzo Grifo,SC Freiburg,Bundesliga,Midfielder,32,3,5,1,0,19,7,0,1,19,https://assets.bundesliga.com/player/dfl-obj-0001e6-dfl-clu-00000a-dfl-sea-0001k7.png,"5' 11""",168 lbs,1993-04-07T07:00Z,Italy
Robert Andrich,Bayer Leverkusen,Bundesliga,Midfielder,8,0,0,0,0,0,0,1,0,1,https://assets.bundesliga.com/player/dfl-obj-0001ew-dfl-clu-00000b-dfl-sea-0001k7.png,"6' 2""",183 lbs,1994-09-22T07:00Z,Germany
Yussuf Poulsen,RB Leipzig,Bundesliga,Forward,9,0,1,0,0,8,5,0,1,5,https://assets.bundesliga.com/player/dfl-obj-0002f6-dfl-clu-000017-dfl-sea-0001k7.png,"6' 4""",183 lbs,1994-06-15T07:00Z,Denmark
Sargis Adamyan,FC Cologne,Bundesliga,Forward,23,0,1,1,0,4,3,0,0,4,https://assets.bundesliga.com/player/dfl-obj-0027pp-dfl-clu-000008-dfl-sea-0001k7.png,"6' 0""",172 lbs,1993-05-23T07:00Z,Armenia
Kevin Paredes,VfL Wolfsburg,Bundesliga,Midfielder,40,1,0,1,0,4,2,0,0,8,https://assets.bundesliga.com/player/dfl-obj-j01mru-dfl-clu-000003-dfl-sea-0001k7.png,"5' 9""",132 lbs,2003-05-07T07:00Z,USA
Kingsley Coman,Bayern Munich,Bundesliga,Forward,11,3,3,1,0,18,4,1,4,4,https://assets.bundesliga.com/player/dfl-obj-0026pm-dfl-clu-00000g-dfl-sea-0001k7.png,"5' 11""",168 lbs,1996-06-13T07:00Z,France
Patrick Mainka,1. FC Heidenheim 1846,Bundesliga,Defender,6,0,0,1,0,12,2,8,2,25,https://assets.bundesliga.com/player/dfl-obj-0001k8-dfl-clu-000018-dfl-sea-0001k7.png,"6' 4""",190 lbs,1994-11-06T08:00Z,Germany
Michael Zetterer,Werder Bremen,Bundesliga,Goalkeeper,30,0,0,0,0,0,0,10,1,5,https://assets.bundesliga.com/player/dfl-obj-00259o-dfl-clu-00000e-dfl-sea-0001k7.png,"6' 2""",172 lbs,1995-07-12T07:00Z,Germany
Maximilian Bauer,FC Augsburg,Bundesliga,Defender,23,1,0,1,0,4,1,7,0,12,https://assets.bundesliga.com/player/dfl-obj-0028rz-dfl-clu-000010-dfl-sea-0001k7.png,"6' 2""",183 lbs,2000-02-09T08:00Z,Germany
